id,embedding
7456,"[0.4987930655479431, 0.5019478797912598, 0.7038583159446716, 0.44405609369277954, 0.41286808252334595, 0.20683656632900238, 0.4628846049308777, 0.38001084327697754, 0.5840941667556763, 0.4639597535133362, 0.4021095037460327, 0.46074995398521423, 0.4941096603870392, 0.5517126321792603, 0.2913364768028259, 0.5122607946395874]"
6182,"[0.13730591535568237, 0.1844789683818817, 1.0688984394073486, 0.09670126438140869, 0.08793556690216064, 0.309482604265213, 0.15150921046733856, 0.04665482044219971, 0.865057110786438, 0.09308423101902008, 0.094419464468956, 0.13830120861530304, 0.7782281041145325, 0.21263010799884796, 0.6697326302528381, 0.18396630883216858]"
2316,"[0.258220911026001, 0.2994970977306366, 0.932534396648407, 0.21759137511253357, 0.19705964624881744, 0.26990219950675964, 0.25871166586875916, 0.16001854836940765, 0.7647268772125244, 0.2301001250743866, 0.1963970959186554, 0.2503068149089813, 0.6812015175819397, 0.32824522256851196, 0.5311377048492432, 0.30031657218933105]"
7840,"[1.304709792137146, 1.1680887937545776, -0.09862010180950165, 1.188589334487915, 1.1272995471954346, 0.004470352083444595, 1.154114007949829, 1.084862232208252, -0.07445898652076721, 1.2401478290557861, 1.0962650775909424, 1.141451358795166, -0.18220198154449463, 1.3071577548980713, -0.5106239318847656, 1.2410236597061157]"
3865,"[0.33213913440704346, 0.36171600222587585, 0.7951489090919495, 0.2949557900428772, 0.26780664920806885, 0.23449300229549408, 0.32248741388320923, 0.23191243410110474, 0.6532658338546753, 0.30201256275177, 0.2685496509075165, 0.3183109164237976, 0.5674622058868408, 0.3978021740913391, 0.40854334831237793, 0.3757370114326477]"
6292,"[0.5524997115135193, 0.5246678590774536, 0.6283581256866455, 0.4758368134498596, 0.4596071243286133, 0.19394075870513916, 0.49468091130256653, 0.42933332920074463, 0.5127214789390564, 0.4804307222366333, 0.4553558826446533, 0.5076217651367188, 0.4257635176181793, 0.580942690372467, 0.22191745042800903, 0.5372767448425293]"
4166,"[1.3303704261779785, 1.2116539478302002, -0.14071404933929443, 1.2498236894607544, 1.1715030670166016, -0.03077835962176323, 1.163743495941162, 1.1502684354782104, -0.06398361921310425, 1.29810631275177, 1.0895715951919556, 1.198094129562378, -0.18486496806144714, 1.3305552005767822, -0.5778153538703918, 1.279591679573059]"
570,"[1.0400662422180176, 0.9595445394515991, 0.11891226470470428, 0.9543966054916382, 0.904104471206665, 0.039002496749162674, 0.9208773970603943, 0.8878161907196045, 0.11945325136184692, 0.9972896575927734, 0.857730507850647, 0.9378489255905151, 0.01655367761850357, 1.0644843578338623, -0.2957786023616791, 1.0027828216552734]"
3556,"[0.4059063792228699, 0.42620599269866943, 0.7178446054458618, 0.3631870746612549, 0.33840546011924744, 0.20722495019435883, 0.3864637613296509, 0.30209881067276, 0.5957449674606323, 0.3801131248474121, 0.3245854377746582, 0.3830510973930359, 0.5112273097038269, 0.46933841705322266, 0.3289121985435486, 0.4396418333053589]"
1286,"[0.3962276577949524, 0.4016304314136505, 0.8006937503814697, 0.3427574038505554, 0.3208109140396118, 0.23892918229103088, 0.36482536792755127, 0.2881966233253479, 0.6543241739273071, 0.3447403907775879, 0.3205161690711975, 0.37331533432006836, 0.5652474761009216, 0.444199800491333, 0.3944372832775116, 0.41301068663597107]"
6478,"[0.9923973083496094, 0.9308792352676392, 0.09835733473300934, 0.9163665771484375, 0.8744934797286987, 0.0275089330971241, 0.8870331048965454, 0.8364531397819519, 0.12487815320491791, 0.9665291905403137, 0.8041781187057495, 0.8901625871658325, 0.02406267076730728, 1.0116212368011475, -0.3032512962818146, 0.971310019493103]"
2697,"[0.55234295129776, 0.5500901937484741, 0.49985623359680176, 0.5008111000061035, 0.47569435834884644, 0.14226825535297394, 0.5115532279014587, 0.44309425354003906, 0.43075329065322876, 0.5223018527030945, 0.4498516321182251, 0.5128073692321777, 0.3363634943962097, 0.6063977479934692, 0.12154942750930786, 0.5727442502975464]"
7273,"[0.8315171003341675, 0.7582801580429077, 0.29106706380844116, 0.746206521987915, 0.716639518737793, 0.08741044998168945, 0.7328125834465027, 0.6942079663276672, 0.2494092434644699, 0.7622129321098328, 0.6903561353683472, 0.7497208118438721, 0.15544888377189636, 0.8463554978370667, -0.10832695662975311, 0.7969721555709839]"
5846,"[0.7701166868209839, 0.7260093092918396, 0.33719536662101746, 0.709373950958252, 0.6630517244338989, 0.08753153681755066, 0.6864047646522522, 0.6360327005386353, 0.29726964235305786, 0.7327816486358643, 0.6263067722320557, 0.6961367726325989, 0.20170116424560547, 0.8035513162612915, -0.06216664984822273, 0.7642279863357544]"
4102,"[-0.4725814759731293, -0.31270191073417664, 2.2204339504241943, -0.48912176489830017, -0.488387793302536, 0.6397112607955933, -0.3585779070854187, -0.5488008856773376, 1.7783560752868652, -0.4939671754837036, -0.4614478647708893, -0.41479864716529846, 1.6468104124069214, -0.33222222328186035, 1.7217836380004883, -0.3487418591976166]"
2471,"[0.24350489675998688, 0.283566415309906, 1.007066011428833, 0.20737504959106445, 0.18141904473304749, 0.29368457198143005, 0.23979078233242035, 0.13960719108581543, 0.8259543180465698, 0.21198347210884094, 0.18474721908569336, 0.2406989336013794, 0.7334513664245605, 0.302756130695343, 0.5893393158912659, 0.28729695081710815]"
432,"[0.5962871313095093, 0.5749882459640503, 0.8082455396652222, 0.5115866661071777, 0.48304712772369385, 0.251767635345459, 0.5307018160820007, 0.4535444378852844, 0.6588728427886963, 0.5372137427330017, 0.478169322013855, 0.5429369211196899, 0.5538043975830078, 0.6321849822998047, 0.3522228002548218, 0.5789322853088379]"
7051,"[0.6493439674377441, 0.6201435327529907, 0.5075854659080505, 0.5816447138786316, 0.5518741607666016, 0.15315251052379608, 0.5841231346130371, 0.5223169922828674, 0.4234296679496765, 0.5995292067527771, 0.5345550179481506, 0.5940885543823242, 0.33273983001708984, 0.6862063407897949, 0.10392610728740692, 0.6432486772537231]"
7184,"[0.6856492161750793, 0.654435396194458, 0.8059365153312683, 0.592416524887085, 0.5532827973365784, 0.25220897793769836, 0.6085305213928223, 0.5357216000556946, 0.6509584188461304, 0.6239730715751648, 0.5570567846298218, 0.6228114366531372, 0.5458285212516785, 0.7092812657356262, 0.3319384455680847, 0.6526414155960083]"
5958,"[0.9744114875793457, 0.8931131362915039, 0.22374674677848816, 0.8686704635620117, 0.8378181457519531, 0.07674232125282288, 0.8547977805137634, 0.8216901421546936, 0.19654551148414612, 0.9092305898666382, 0.8099567890167236, 0.8824225664138794, 0.09436111897230148, 0.9801339507102966, -0.19958607852458954, 0.9175639152526855]"
1293,"[0.9750427007675171, 0.8950512409210205, 0.10795104503631592, 0.8841884136199951, 0.8497081995010376, 0.035120222717523575, 0.8625704050064087, 0.8360222578048706, 0.10255703330039978, 0.9144779443740845, 0.818276047706604, 0.8828511238098145, 0.004939533770084381, 0.9901114702224731, -0.28491002321243286, 0.9289373159408569]"
7577,"[0.8573364019393921, 0.8235698938369751, 0.2605469226837158, 0.7779299020767212, 0.7468388080596924, 0.0716174989938736, 0.7867834568023682, 0.7169731259346008, 0.2372875213623047, 0.8269011974334717, 0.6987051963806152, 0.7788306474685669, 0.1303151547908783, 0.9033052921295166, -0.13254058361053467, 0.8430052995681763]"
2863,"[0.7094506621360779, 0.7007638216018677, 0.3278406858444214, 0.6408721208572388, 0.6268914937973022, 0.08579632639884949, 0.6546545624732971, 0.5962504148483276, 0.2987689971923828, 0.6886565685272217, 0.5768526792526245, 0.6562585830688477, 0.18417470157146454, 0.7683369517326355, -0.047036539763212204, 0.7249917984008789]"
6470,"[1.0899180173873901, 1.0145412683486938, 0.010484099388122559, 1.0088695287704468, 0.9637681245803833, 0.005485359579324722, 0.9760334491729736, 0.9393429160118103, 0.0428103506565094, 1.047905683517456, 0.9112135171890259, 0.9863289594650269, -0.0798475369811058, 1.1252473592758179, -0.3876074254512787, 1.0605862140655518]"
727,"[1.327080488204956, 1.1961085796356201, -0.14452531933784485, 1.2168335914611816, 1.1446776390075684, -0.04762021824717522, 1.1606405973434448, 1.1546456813812256, -0.09839743375778198, 1.2757587432861328, 1.110007882118225, 1.1819988489151, -0.20774295926094055, 1.3300445079803467, -0.5644068121910095, 1.2573025226593018]"
5419,"[1.0213404893875122, 0.9732874631881714, 0.10139329731464386, 0.9383828639984131, 0.9016722440719604, 0.0396154560148716, 0.9277987480163574, 0.876397967338562, 0.12808996438980103, 0.9927603602409363, 0.8632124662399292, 0.9439808130264282, -0.02088209241628647, 1.05926513671875, -0.2924172878265381, 1.009745717048645]"
532,"[-0.1959971785545349, -0.08443903923034668, 1.5884613990783691, -0.20570087432861328, -0.21715304255485535, 0.45802706480026245, -0.13020609319210052, -0.2578389048576355, 1.2906935214996338, -0.22134973108768463, -0.20345330238342285, -0.15442106127738953, 1.1757436990737915, -0.08600017428398132, 1.1606602668762207, -0.09465476870536804]"
6134,"[0.1551775187253952, 0.19486308097839355, 1.0482146739959717, 0.118625707924366, 0.10330197215080261, 0.3075222969055176, 0.1579660177230835, 0.06508240103721619, 0.8508850336074829, 0.10620702803134918, 0.11637639999389648, 0.16218586266040802, 0.7625697255134583, 0.21480025351047516, 0.6490849256515503, 0.19968296587467194]"
6874,"[0.1463368833065033, 0.19413259625434875, 1.0046889781951904, 0.11121554672718048, 0.09943526983261108, 0.28817784786224365, 0.1590850055217743, 0.06273670494556427, 0.8177774548530579, 0.10729025304317474, 0.10576680302619934, 0.151716411113739, 0.7306743860244751, 0.21915537118911743, 0.6182830333709717, 0.19752013683319092]"
4745,"[0.5441226959228516, 0.5285191535949707, 0.6400694847106934, 0.4841618537902832, 0.4557079076766968, 0.19331695139408112, 0.4939854145050049, 0.42588359117507935, 0.5280513763427734, 0.493985652923584, 0.4481383264064789, 0.5022409558296204, 0.43427738547325134, 0.5842647552490234, 0.23375743627548218, 0.5495285987854004]"
7519,"[0.43430960178375244, 0.4495055377483368, 0.8010415434837341, 0.3808465600013733, 0.35230565071105957, 0.2319125533103943, 0.4092404246330261, 0.31915706396102905, 0.6636137366294861, 0.4046618938446045, 0.3442240357398987, 0.4025077223777771, 0.571807324886322, 0.49552249908447266, 0.3841584324836731, 0.45719122886657715]"
6639,"[0.4468045234680176, 0.44842302799224854, 0.7552191615104675, 0.3918187916278839, 0.36645814776420593, 0.2269924134016037, 0.4102795124053955, 0.3332976698875427, 0.6188144087791443, 0.39974647760391235, 0.3618624210357666, 0.41833359003067017, 0.5299469232559204, 0.49037206172943115, 0.3461015224456787, 0.46001914143562317]"
3482,"[0.10032373666763306, 0.16140776872634888, 1.049386978149414, 0.07766827940940857, 0.059484854340553284, 0.3032391667366028, 0.11999666690826416, 0.020805418491363525, 0.8582729697227478, 0.07146945595741272, 0.06693236529827118, 0.11670830845832825, 0.7738826870918274, 0.17345446348190308, 0.6636113524436951, 0.1640838235616684]"
1474,"[-0.5287044048309326, -0.3445524275302887, 1.9616107940673828, -0.5073643922805786, -0.5167312622070312, 0.5563046336174011, -0.39753156900405884, -0.5631380081176758, 1.593090534210205, -0.5170460939407349, -0.4942499101161957, -0.44861409068107605, 1.475199818611145, -0.37312859296798706, 1.535888910293579, -0.36870983242988586]"
1252,"[0.8171056509017944, 0.7565064430236816, 0.32255470752716064, 0.7258674502372742, 0.699713945388794, 0.09992066025733948, 0.7242910861968994, 0.6808558106422424, 0.27309650182724, 0.7522483468055725, 0.678846001625061, 0.7406793236732483, 0.17814233899116516, 0.8359938859939575, -0.07880561053752899, 0.7844804525375366]"
6748,"[2.035928964614868, 1.8136063814163208, -0.5797831416130066, 1.8955944776535034, 1.7864689826965332, -0.1425863653421402, 1.7820392847061157, 1.7814353704452515, -0.4612501859664917, 1.9807106256484985, 1.6834019422531128, 1.7918394804000854, -0.5675432085990906, 2.0102932453155518, -1.0688105821609497, 1.8912363052368164]"
2987,"[1.0593938827514648, 0.9859583377838135, 0.030024349689483643, 0.9763540029525757, 0.9329642057418823, 0.009683985263109207, 0.9462650418281555, 0.9093297719955444, 0.05349250137805939, 1.0294318199157715, 0.8793460130691528, 0.9551880359649658, -0.049866221845149994, 1.0957117080688477, -0.3685328960418701, 1.0381203889846802]"
3199,"[2.080127716064453, 1.8759520053863525, -0.5241338610649109, 1.9462852478027344, 1.832249402999878, -0.12835313379764557, 1.8291898965835571, 1.8195011615753174, -0.3338633179664612, 2.042395830154419, 1.7091854810714722, 1.84518301486969, -0.5256733298301697, 2.0318660736083984, -1.0537428855895996, 1.9495421648025513]"
759,"[1.4969112873077393, 1.3467854261398315, -0.2611072063446045, 1.3758411407470703, 1.3158141374588013, -0.0433318130671978, 1.325487732887268, 1.2968991994857788, -0.1737155318260193, 1.4241106510162354, 1.2521049976348877, 1.3520699739456177, -0.3101983070373535, 1.4894256591796875, -0.7009497284889221, 1.3987915515899658]"
3982,"[0.05011339485645294, 0.13546401262283325, 1.2693352699279785, 0.02471071481704712, 0.0013014227151870728, 0.36206233501434326, 0.08950154483318329, -0.03793914616107941, 1.0330286026000977, 0.0402689129114151, 0.010481402277946472, 0.0643862783908844, 0.9380765557289124, 0.15010307729244232, 0.8490188717842102, 0.1264016330242157]"
634,"[1.524644136428833, 1.366599678993225, -0.2512836456298828, 1.3739681243896484, 1.3256701231002808, -0.07636736333370209, 1.3374191522598267, 1.3262979984283447, -0.16076183319091797, 1.4605392217636108, 1.2460541725158691, 1.3547290563583374, -0.30640000104904175, 1.5067901611328125, -0.6878462433815002, 1.4275546073913574]"
3832,"[1.1964067220687866, 1.0938680171966553, -0.0030562132596969604, 1.0961811542510986, 1.0386455059051514, -0.005704309791326523, 1.0516998767852783, 1.0321589708328247, 0.017574504017829895, 1.1551374197006226, 1.0048867464065552, 1.0735007524490356, -0.0972856655716896, 1.2133044004440308, -0.43401873111724854, 1.136710524559021]"
4223,"[0.5485910773277283, 0.530298113822937, 0.647561252117157, 0.47994428873062134, 0.4562678039073944, 0.19411927461624146, 0.4935039281845093, 0.42848482728004456, 0.5322571396827698, 0.4916674494743347, 0.4492274820804596, 0.5064842104911804, 0.4408629238605499, 0.5836771726608276, 0.23913294076919556, 0.5459531545639038]"
5135,"[-0.538853645324707, -0.3483690917491913, 2.1002180576324463, -0.5241843461990356, -0.5330427885055542, 0.5953246355056763, -0.40314996242523193, -0.5819759368896484, 1.6991398334503174, -0.5250533223152161, -0.5104879140853882, -0.46104922890663147, 1.5679136514663696, -0.37753915786743164, 1.6488497257232666, -0.3761962950229645]"
5553,"[0.8940646648406982, 0.8239524364471436, 0.37628674507141113, 0.7939043045043945, 0.7605475187301636, 0.12459227442741394, 0.7824292778968811, 0.7473025918006897, 0.3061668872833252, 0.8293356895446777, 0.7504532337188721, 0.808112382888794, 0.20475342869758606, 0.90777987241745, -0.060240164399147034, 0.8456487655639648]"
5893,"[0.5972898602485657, 0.5964906215667725, 0.4787772595882416, 0.5454845428466797, 0.5088537931442261, 0.1354680210351944, 0.5584476590156555, 0.4808897376060486, 0.4158039689064026, 0.576896071434021, 0.4838467538356781, 0.550878643989563, 0.3187807500362396, 0.6489368081092834, 0.10065482556819916, 0.6198400259017944]"
5003,"[0.6216328144073486, 0.6118136644363403, 0.9788009524345398, 0.5371513366699219, 0.5011029243469238, 0.30258309841156006, 0.5666450262069702, 0.4754698574542999, 0.7956998348236084, 0.5687422752380371, 0.5106569528579712, 0.5673162937164307, 0.6659592986106873, 0.6700907945632935, 0.4853479266166687, 0.6027934551239014]"
6880,"[0.640075147151947, 0.6120288372039795, 0.4992159307003021, 0.5864436626434326, 0.5440398454666138, 0.15382395684719086, 0.5791915059089661, 0.5065183639526367, 0.4252224862575531, 0.5994580388069153, 0.5237511992454529, 0.583749532699585, 0.33613321185112, 0.6755642890930176, 0.0971694141626358, 0.6448315382003784]"
1538,"[-0.6180092096328735, -0.42739763855934143, 2.5520594120025635, -0.6269443035125732, -0.6255578994750977, 0.7314608097076416, -0.47543245553970337, -0.694553554058075, 2.040534496307373, -0.6319509744644165, -0.5940704345703125, -0.548194408416748, 1.895031213760376, -0.45630311965942383, 2.0255258083343506, -0.4754396975040436]"
2640,"[0.3053157925605774, 0.34060412645339966, 0.871793806552887, 0.26446014642715454, 0.24051517248153687, 0.25323811173439026, 0.2996710538864136, 0.20572638511657715, 0.7146452069282532, 0.27785858511924744, 0.23836222290992737, 0.29355961084365845, 0.631208598613739, 0.3732110261917114, 0.4738087058067322, 0.34401506185531616]"
349,"[1.3452422618865967, 1.199030876159668, -0.14144942164421082, 1.2421008348464966, 1.1920859813690186, -0.008489053696393967, 1.1677250862121582, 1.1694588661193848, -0.09862262010574341, 1.2738032341003418, 1.1245911121368408, 1.1963757276535034, -0.2055504024028778, 1.3563661575317383, -0.5651538968086243, 1.2722331285476685]"
193,"[-0.02542567253112793, 0.05783602595329285, 1.3171536922454834, -0.042709290981292725, -0.06081530451774597, 0.37979593873023987, 0.012499257922172546, -0.103660449385643, 1.0731604099273682, -0.0557776540517807, -0.049100518226623535, 0.005371600389480591, 0.9752287268638611, 0.05745603144168854, 0.9020195603370667, 0.0501115620136261]"
3091,"[0.7795898914337158, 0.7366049289703369, 0.5688842535018921, 0.6869994401931763, 0.6561212539672852, 0.17374558746814728, 0.6956171989440918, 0.6296904683113098, 0.468275249004364, 0.7315335273742676, 0.6349295973777771, 0.7003463506698608, 0.3531939685344696, 0.8144016265869141, 0.12150150537490845, 0.7534512281417847]"
254,"[0.3306511640548706, 0.3654376268386841, 1.0957331657409668, 0.2719854712486267, 0.2473606914281845, 0.3231935203075409, 0.32096749544143677, 0.20938849449157715, 0.8907175064086914, 0.29508569836616516, 0.2458198517560959, 0.3079512417316437, 0.7859982848167419, 0.3980209529399872, 0.6419232487678528, 0.3565813899040222]"
4911,"[0.8066723346710205, 0.7476067543029785, 0.6225072145462036, 0.7161703109741211, 0.6727489233016968, 0.18940819799900055, 0.7131152749061584, 0.6477010846138, 0.5089455842971802, 0.7411830425262451, 0.6575201153755188, 0.7216038107872009, 0.3962589502334595, 0.8311634063720703, 0.15799716114997864, 0.7700011730194092]"
5357,"[1.1219605207443237, 1.0261757373809814, 0.003203853964805603, 1.0376455783843994, 0.9920120239257812, 0.00448988750576973, 0.9880449771881104, 0.9574224352836609, 0.04709653556346893, 1.0820538997650146, 0.927486777305603, 1.0070011615753174, -0.0732378140091896, 1.139734148979187, -0.40431270003318787, 1.0915658473968506]"
7166,"[1.2168102264404297, 1.1170769929885864, -0.10513485968112946, 1.1197141408920288, 1.0667285919189453, -0.02481977269053459, 1.0801059007644653, 1.0613802671432495, -0.05691641569137573, 1.1556748151779175, 1.0047060251235962, 1.0997426509857178, -0.15896376967430115, 1.223625659942627, -0.5141676068305969, 1.1490743160247803]"
53,"[0.40814217925071716, 0.4319154620170593, 0.8617056012153625, 0.3567693531513214, 0.3307713568210602, 0.252022385597229, 0.3902726173400879, 0.291038453578949, 0.7122344374656677, 0.37964513897895813, 0.3171843886375427, 0.3803626298904419, 0.6160712838172913, 0.4728353023529053, 0.43865489959716797, 0.4350515604019165]"
817,"[1.8514567613601685, 1.692838430404663, -0.4763568043708801, 1.696075201034546, 1.6175633668899536, -0.11527106165885925, 1.621508002281189, 1.6266062259674072, -0.35077911615371704, 1.8187949657440186, 1.5520057678222656, 1.6556364297866821, -0.5002755522727966, 1.8373832702636719, -0.9501790404319763, 1.7319717407226562]"
2473,"[0.10836952924728394, 0.1557965874671936, 1.3077127933502197, 0.05679842829704285, 0.04918739199638367, 0.3855366110801697, 0.11989782750606537, 0.004962518811225891, 1.0555729866027832, 0.05074106156826019, 0.06203018128871918, 0.10874350368976593, 0.9524618983268738, 0.17824476957321167, 0.8636714816093445, 0.1471717357635498]"
6879,"[0.2410212904214859, 0.2847518026828766, 0.9535238146781921, 0.20370341837406158, 0.18377026915550232, 0.27591028809547424, 0.2439175844192505, 0.1452360451221466, 0.782265841960907, 0.2123502492904663, 0.18097923696041107, 0.23648634552955627, 0.6942982077598572, 0.3120937943458557, 0.5565604567527771, 0.2889633774757385]"
1943,"[1.452965259552002, 1.2925186157226562, -0.22241824865341187, 1.3308210372924805, 1.2836250066757202, -0.02852785214781761, 1.2578052282333374, 1.2520684003829956, -0.17001545429229736, 1.386504888534546, 1.2108443975448608, 1.2912408113479614, -0.2697046101093292, 1.4523189067840576, -0.660785436630249, 1.3696433305740356]"
7552,"[0.21654987335205078, 0.2751741111278534, 1.0323481559753418, 0.1805453896522522, 0.15799953043460846, 0.2952018678188324, 0.23281845450401306, 0.11922594904899597, 0.8454244136810303, 0.2019587606191635, 0.15594394505023956, 0.21093174815177917, 0.7552735209465027, 0.30477121472358704, 0.6237212419509888, 0.2728317081928253]"
3315,"[1.6480995416641235, 1.386043906211853, -0.1265227198600769, 1.5329416990280151, 1.4279705286026, 0.001712549477815628, 1.3874642848968506, 1.3868025541305542, -0.09865172207355499, 1.5347360372543335, 1.3655771017074585, 1.421186089515686, -0.20544376969337463, 1.607640027999878, -0.6303369402885437, 1.5334006547927856]"
6178,"[0.7198312282562256, 0.6805158853530884, 0.562362790107727, 0.6409751176834106, 0.6045490503311157, 0.17465892434120178, 0.6410548090934753, 0.5781477689743042, 0.46592217683792114, 0.6638999581336975, 0.5907554626464844, 0.6529291868209839, 0.37143251299858093, 0.7478371858596802, 0.1273161768913269, 0.6955786943435669]"
3844,"[0.9662891626358032, 0.9057203531265259, 0.11058685183525085, 0.8997384309768677, 0.8540925979614258, 0.033380378037691116, 0.8733991980552673, 0.8268284201622009, 0.12389256060123444, 0.933406412601471, 0.8062679767608643, 0.8769556283950806, 0.01234821230173111, 1.0072945356369019, -0.28300741314888, 0.9570945501327515]"
1419,"[0.16968238353729248, 0.2216997742652893, 0.9958071112632751, 0.14048773050308228, 0.12111683934926987, 0.28668007254600525, 0.18044325709342957, 0.08307544887065887, 0.8148274421691895, 0.14113587141036987, 0.12429249286651611, 0.17701800167560577, 0.7295638918876648, 0.24134700000286102, 0.6044273972511292, 0.22580693662166595]"
2962,"[0.8291909694671631, 0.7792813777923584, 1.0311758518218994, 0.6922767162322998, 0.6595464944839478, 0.3211773633956909, 0.7263901233673096, 0.6280303597450256, 0.8297075033187866, 0.7595755457878113, 0.6575517058372498, 0.739778995513916, 0.6951141953468323, 0.8417863845825195, 0.4690288305282593, 0.7652092576026917]"
7778,"[0.6410490870475769, 0.6240408420562744, 0.5195518732070923, 0.57765793800354, 0.5455175638198853, 0.1519184559583664, 0.5850759744644165, 0.5140684843063354, 0.4408302903175354, 0.6074858903884888, 0.5224562883377075, 0.5875529050827026, 0.34908899664878845, 0.6851017475128174, 0.11151456832885742, 0.6403456926345825]"
6960,"[0.9072827100753784, 0.8431240320205688, 0.14975833892822266, 0.8151229619979858, 0.7881451845169067, 0.0515003465116024, 0.8039752244949341, 0.7685917615890503, 0.13738122582435608, 0.8506280779838562, 0.7520376443862915, 0.8259706497192383, 0.04297444969415665, 0.924369215965271, -0.23466946184635162, 0.8682664632797241]"
2420,"[0.3014778196811676, 0.33030927181243896, 0.7640873193740845, 0.2651233673095703, 0.2451367825269699, 0.22144027054309845, 0.2936750054359436, 0.20921750366687775, 0.6308600902557373, 0.2680632472038269, 0.24155764281749725, 0.2924327552318573, 0.5535696148872375, 0.3634844422340393, 0.3901001513004303, 0.3415902853012085]"
2044,"[0.6218841075897217, 0.5989818572998047, 0.5615705251693726, 0.5475711822509766, 0.5220910310745239, 0.16654618084430695, 0.560981810092926, 0.4962197542190552, 0.4599449038505554, 0.5712319612503052, 0.5093991160392761, 0.5689163208007812, 0.36640942096710205, 0.6603668928146362, 0.15601029992103577, 0.6157532930374146]"
2757,"[0.15264156460762024, 0.20816220343112946, 1.001122236251831, 0.12673364579677582, 0.10632139444351196, 0.2887991964817047, 0.16704560816287994, 0.06709618866443634, 0.820597231388092, 0.12607328593730927, 0.1092325747013092, 0.1624026596546173, 0.735555112361908, 0.22560589015483856, 0.6130883693695068, 0.21299776434898376]"
674,"[-0.11957257986068726, -0.019881218671798706, 1.43865966796875, -0.13074180483818054, -0.14509335160255432, 0.4142823815345764, -0.06663699448108673, -0.189667209982872, 1.1709870100021362, -0.1430208534002304, -0.1349913775920868, -0.08115580677986145, 1.0709434747695923, -0.02422046661376953, 1.0213379859924316, -0.03075474500656128]"
892,"[1.1754764318466187, 1.060971975326538, -0.0795966386795044, 1.0803923606872559, 1.0337215662002563, -0.0222708098590374, 1.0289254188537598, 1.0125316381454468, -0.04204446077346802, 1.120715856552124, 0.9829518795013428, 1.0511622428894043, -0.14392587542533875, 1.178081750869751, -0.4796465039253235, 1.120444655418396]"
3386,"[1.8164175748825073, 1.640592098236084, -0.3850550055503845, 1.6816478967666626, 1.5958513021469116, -0.10629935562610626, 1.5888035297393799, 1.6009037494659424, -0.2507074177265167, 1.752497673034668, 1.485280990600586, 1.6179378032684326, -0.4009839594364166, 1.803041696548462, -0.8606539964675903, 1.728418231010437]"
4949,"[0.3093155026435852, 0.32810813188552856, 0.8339254260063171, 0.2616153359413147, 0.24644599854946136, 0.24569328129291534, 0.2941306531429291, 0.20994558930397034, 0.6811138987541199, 0.2609316110610962, 0.2457558959722519, 0.2939852178096771, 0.595818281173706, 0.3668561279773712, 0.4428132176399231, 0.33792340755462646]"
6963,"[1.0136325359344482, 0.93605637550354, 0.1015184223651886, 0.9426842927932739, 0.8847297430038452, 0.02532735839486122, 0.8986794352531433, 0.8688698410987854, 0.11028096079826355, 0.9721320271492004, 0.8369810581207275, 0.911109209060669, 0.007036976516246796, 1.0488868951797485, -0.3018549978733063, 0.9894152879714966]"
1750,"[-0.08100467920303345, 0.008381515741348267, 1.336026906967163, -0.09451103210449219, -0.10892242193222046, 0.38412925601005554, -0.035188063979148865, -0.15356771647930145, 1.0876381397247314, -0.1090499609708786, -0.09382256865501404, -0.0436975359916687, 0.9938082695007324, 0.00567317008972168, 0.9331631064414978, 0.0017526447772979736]"
5157,"[1.6968332529067993, 1.4672521352767944, -0.22665905952453613, 1.5300642251968384, 1.473250389099121, -0.050548311322927475, 1.4528595209121704, 1.4524548053741455, -0.16162526607513428, 1.6021790504455566, 1.392042875289917, 1.4776644706726074, -0.2744782865047455, 1.6580331325531006, -0.7292043566703796, 1.5693093538284302]"
3854,"[1.2018656730651855, 1.0760257244110107, -0.0435170978307724, 1.0948026180267334, 1.0404318571090698, -0.012344609946012497, 1.0635277032852173, 1.0154297351837158, -0.0024108290672302246, 1.1384412050247192, 0.9850171804428101, 1.0548732280731201, -0.12245813757181168, 1.1943002939224243, -0.44624459743499756, 1.1543892621994019]"
6936,"[0.43099743127822876, 0.4400348663330078, 0.7725738883018494, 0.38499295711517334, 0.35527729988098145, 0.22886118292808533, 0.3978181481361389, 0.3151015043258667, 0.6410139799118042, 0.39256733655929565, 0.3421734869480133, 0.40389853715896606, 0.5502059459686279, 0.4772685468196869, 0.3600583076477051, 0.4520319402217865]"
1146,"[0.7911827564239502, 0.7415239214897156, 0.40184903144836426, 0.7131205201148987, 0.6723902821540833, 0.12167824804782867, 0.7016637325286865, 0.6490209698677063, 0.3360835015773773, 0.7435499429702759, 0.6495628952980042, 0.7137696743011475, 0.24205097556114197, 0.8205692172050476, -0.009804949164390564, 0.7721701860427856]"
4331,"[1.232954502105713, 1.137305736541748, -0.05967816710472107, 1.1350287199020386, 1.0799789428710938, -0.023737143725156784, 1.0922077894210815, 1.0487724542617798, -0.015767261385917664, 1.2096785306930542, 1.0082666873931885, 1.1043164730072021, -0.14405784010887146, 1.2544687986373901, -0.4885367155075073, 1.1923571825027466]"
3423,"[0.20566193759441376, 0.2502976655960083, 0.9538293480873108, 0.17474761605262756, 0.15419277548789978, 0.27771317958831787, 0.2090841680765152, 0.1135469377040863, 0.7837263345718384, 0.17466609179973602, 0.15441150963306427, 0.20957964658737183, 0.6979212760925293, 0.2705874741077423, 0.561087965965271, 0.2564563751220703]"
